title,rating
Thirst No. 3: The Eternal Dawn,4.14
Scooby-doo! and the Karate Caper,4.14
Forget You,3.79
How to Argue like Jesus: Learning Persuasion from History's Greatest Communicator,3.48
Middle School: The Worst Years of My Life,4.04
Dog Training For Dummies,3.55
Till Tomorrow,3.84
A Portrait of the Artist as a Young Man,3.62
Hourglass,3.79
Did You Ever Have a Family,3.8
At My Mother's Knee...: and other low joints,4.15
Leave It to Psmith,4.32
Roc and a Hard Place,3.75
Mirror Dance,4.33
Less Than Zero,3.56
The Many-Coloured Land,4.07
Guardian Agent,3.73
The Battle of Evernight,3.73
The Kill Order,3.71
Force of Gravity,3.97
Prisoner,3.98
To Fire Called,4.36
Just a Boy: An Inspiring and Heartwarming True Story,3.94
The Trouble with Playing Cupid,3.92
True Evil,4.09
Rudin,3.75
DragonLight,4.25
Calling Out,3.19
The Andy Warhol Diaries,3.89
Two-Way Street,3.79
H is for Hawk,3.73
The Pillow Book,4.02
Mirage,4.67
The War With Mr. Wizzle,4.2
Where Are Ayden's Easter Eggs?,4.14
The Mall,3.65
All These Things Shall Give Thee Experience,4.56
Resistance,4.31
Whisper Kiss,4.19
Howard the Duck Omnibus,4.25
Don't Try This at Home: A Year in the Life of Dave Navarro,3.5
Beyond the Horizon,4.35
The Alcoholic,3.77
A Sliver of Redemption,4.11
One for Sorrow,4.12
Beg,3.93
Remember Today,4.18
The Mythical Man-Month: Essays on Software Engineering,4.04
Ahsoka,4.04
The Widening Gyre,3.96
Moth Smoke,3.84
Morality for Beautiful Girls,3.98
My Favorite Mistake,3.99
The Hard Goodbye,4.15
There is No Light in Darkness,4.08
The Chessmen of Mars,3.83
Prey,3.76
A Gentleman Never Tells,3.72
The Food of the Gods and How It Came to Earth,3.44
Beyond Earth,3.93
Amber Brown Is Not a Crayon,3.84
The Frolic of the Beasts,3.52
The Source,4.29
Frenched,4.11
Shade Me,3.73
Last Seen Wearing,3.75
Staying Fat for Sarah Byrnes,3.95
The Cobbler's Kids,4.21
The Untold Stories,4.4
The Language of Sisters,3.82
Three Tales,3.68
Little Prisoners: A Tragic Story of Siblings Trapped in a World of Abuse and Suffering,4.25
Homecoming,3.72
Who Put That Hair in My Toothbrush?,3.86
The Pride of Jared MacKade,4.09
The Wild One,3.92
The Devil's Apocrypha: There are two sides to every story.,3.58
Hanta Yo: An American Saga,4.32
Madly,3.77
A Maze of Death,3.79
Red Dirt Heart,4.21
Emily Windsnap and the Land of the Midnight Sun,4.28
The Fifth Mountain,3.62
Hide & Seek,4.0
Look Back in Anger,3.58
Aleutian Sparrow,3.8
The Scottish Prisoner,4.21
Little Brother & Little Sister,3.43
Born of Betrayal,4.43
"Ecology, Community and Lifestyle: Outline of an Ecosophy",3.95
The Kin of Ata Are Waiting for You,4.15
The Boat Girls: An uplifting wartime saga full of friendship and romance...,4.17
Callum & Harper,3.91
A Hive For The Honeybee,3.87
Wolf Island,4.21
The Four Agreements Toltec Wisdom Collection: The Four Agreements/The Mastery of Love/The Voice of Knowledge,4.5
The Eden Express: A Memoir of Insanity,3.87
School's Out—Forever,4.15
Vespers Rising,4.12
Conspiracy of Silence,4.33
The Death of Hope,3.84
Code,4.25
SLAM,4.39
Political Suicide,3.79
At Home: A Short History of Private Life,3.97
Eldest,3.99
The Clerkenwell Tales,3.24
Villains by Necessity,4.19
The Liminal People,3.85
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,4.18
Swim to Me,3.39
Midnight Games,4.14
"My Father's Parrot (Back to the Land, #1)",5.0
Drama,4.21
The Quack's Daughter,3.92
I Sailed with Magellan,4.07
The Marriage Bargain,3.81
Magnetized: Conversations with a Serial Killer,3.87
Where Treasure Hides,4.22
A Wizard of Earthsea,3.99
The Spell,3.98
A Mermaid's Ransom,3.98
The Gathering,4.02
Ten Thousand Skies Above You,4.08
Ibid,3.22
The Soulforge,4.16
Tiny Deaths,4.39
The Jaws of the Vortex,4.17
Jonathan Strange & Mr Norrell,3.82
The Widow's Broom,4.27
Girlchild,3.53
"Wilderness: The Lost Writings, Vol. 1",3.96
Voices from Chernobyl: The Oral History of a Nuclear Disaster,4.41
Something to Someone,4.48
The Pleasures of the Damned,4.39
Cross Creek,4.06
Witch's Bell 1,3.76
Children of the Lost,3.84
Kit Kat's Coaching Guide,5.0
Revan,3.96
Maggie: A Girl of the Streets,3.34
Scar,3.36
The Death Ship,4.18
Closed for the Season,3.9
Stone,4.02
Plague Ship,4.06
"Myrtle Mae and the Mirror in the Attic (The Mae Chronicles, #1)",4.54
The Basket of Flowers: A Tale for the Young,4.16
Family Affairs,3.96
Tintin in Tibet,4.22
"Tsubasa: RESERVoir CHRoNiCLE, Vol. 11",4.27
The Assassination of Jesse James by the Coward Robert Ford,3.91
Carnivorous Nights: On the Trail of the Tasmanian Tiger,3.87
Guilty Pleasures,4.02
Firesong,4.03
Hank Brodt Holocaust Memoirs - A Candle and a Promise,4.53
Gratitude: A Way of Life,4.03
Darkly Dreaming Dexter,3.89
Cry of the Raven,4.39
The Gita For Children (IN),4.5
Therapy from the Quran and Hadith,4.48
"Blind Willow, Sleeping Woman",3.84
"The Philosopher and the Wolf: Lessons from the Wild on Love, Death, and Happiness",4.15
The List,3.96
Donald and His Friends,3.44
Bound by the Vampire Queen,4.38
The Hand That Holds Mine,3.75
Torture to Her Soul,4.19
A Necklace of Water,4.0
The Wronged Sons,4.08
When the Body Says No: The Cost of Hidden Stress,4.31
Stephen,4.5
Notes from Underground,4.15
Love That Dog,4.03
Lone Wolf,3.7
How to Drive a Dragon Crazy,4.31
113 Things To Do By 13,4.17
Mystic River,4.17
Wish You Were Eyre,4.41
Fading Echoes,4.37
Too Clever by Half or the Diary of a Scoundrel,4.23
Dawn Study,4.18
"The Book of Lost Tales, Part One",3.84
Luvvy and the Girls,4.13
Breaking the Mirror,3.64
Alexis Gets Frosted,4.18
The Atlantis Gene,3.73
To Draw Closer To God: A Collection Of Discourses,4.51
Batgirl/Robin: Year One,4.23
Behemoth,4.18
Cloud and Wallfish,4.06
Out Of The Flames,3.47
Absolution: Wie man eine Sünde überlebt,3.67
The Coast of Chicago,4.05
The Transit of Venus,3.9
To The Falls,4.08
Master of Seduction,3.97
The World's Religions,4.03
Payback,3.94
"The Clockwork Universe: Isaac Newton, the Royal Society, and the Birth of the Modern World",3.93
This Book Is Full of Spiders,4.26
The Greatest Thing In the World,4.34
Let Me Die in His Footsteps,3.6
Candida,3.62
Women of the Dawn,4.01
One Little Lie,4.0
The Wisdom of Crowds,3.82
Butterfly Grave,3.99
Like the Flowing River,3.92
The Miracle of Castel di Sangro: A Tale of Passion and Folly in the Heart of Italy,4.19
A Captain's Order - A Duke's Command,3.68
The Spellman Files,3.88
Shon'jir,4.07
Riding the Wind,3.83
Flawed,3.97
"The Promise: President Obama, Year One",4.03
The Altman Code,3.95
The Poky Little Puppy,4.1
Dark Reunion,3.52
The Extinction Trials,3.92
My Point... And I Do Have One,3.66
Hide and Seek,4.04
Blood Cursed,3.77
Left to Tell: Discovering God Amidst the Rwandan Holocaust,4.43
The Body Finder,3.94
Subterranean,4.01
Revenge of the Witch,3.99
Once Burned,4.21
The Last Pilot,3.65
Angel's Pain,4.01
MerMadmen,4.02
The Bestseller She Wrote,3.4
Promise Kept,0.0
Philippa Fisher and the Fairy's Promise,4.18
Be Not Afraid,3.4
The Aquarian Conspiracy,3.58
Shift,4.12
The 5000 Year Leap: A Miracle That Changed the World,4.27
The Quilting Bee,4.3
Remember Me,4.13
Ollie: The True Story of a Brief and Courageous Life,3.84
Meridio's Daughter,4.07
"Anastasia: The Last Grand Duchess, Russia, 1914",3.91
Dead Ever After,3.47
Protector of the Realm,3.94
Dreaming Spies,4.07
The Billion Dollar Girl,3.5
Mine to Keep,4.09
Between Heaven & Hell,3.92
Space Trilogy: Out of the Silent Planet / Perelandra / That Hideous Strength,4.14
The Towers of the Sunset,3.93
Last Christmas,4.01
Too Hurt to Stay: The True Story of a Troubled Boy’s Desperate Search for a Loving Home,4.36
Quintana of Charyn,4.31
PS... You're Mine,3.87
Chimera,3.72
Oculus,4.28
The Girl with 500 Middle Names,3.49
Red Helmet,3.74
The Men Who Stare at Goats,3.62
Cheyenne Amber,4.17
Tyed,3.95
Phantom,3.99
The Milagro Beanfield War,4.09
A Kingdom's Cost,3.97
Underworld: Evolution,4.08
Mackenzies' Honor: Mackenzie's Pleasure / A Game of Chance,4.36
"Linspired, Kids Edition: The Jeremy Lin Story",4.08
Chemistry for Beginners,3.49
The Hidden Forest: The Biography of an Ecosystem,4.27
The Great Gatsby,3.92
The Songcatcher,4.04
Crystal,3.71
"Bucky Barnes: The Winter Soldier, Volume 1: The Man on the Wall",3.02
"A Robin McKinley Collection: Spindle's End, The Hero and the Crown and The Blue Sword (Folktales #1-3)",4.4
Into This River I Drown,4.18
Tales of a Sevie,5.0
Moominsummer Madness,4.3
The Snail on the Slope,3.96
Death & the Zombie Apocalypse,4.17
Don't Even Think About It,3.74
Descartes' Bones: A Skeletal History of the Conflict Between Faith and Reason,3.72
Book Too: Because of Grandmother,4.9
Ral's Woman,3.83
Midnight,4.28
Echoes of Scotland Street,4.26
The Reapers,4.07
Ain't No Sunshine,3.81
The Mark,4.03
Charmed Circle,4.23
The Burgess Boys,3.58
The Tesseract,3.23
The Information,3.51
Pray for Dawn,3.99
The Malevolent Twin,3.57
The Last Oracle,4.14
Lord of Vengeance,3.81
Dom Wars: Round Five,4.27
If You Deceive,4.16
The Guv'nor,4.02
Amber Magic,3.28
Wanted: Ghostbusting Bride,4.08
"The Fox's Craft in Japanese Religion and Folklore: Shapeshifters, Transformations, and Duplicities",3.5
The Walls of Westernfort,4.21
The Love Affair of an English Lord,3.95
The Greatest Man Who Ever Lived: Secrets for Unparalleled Success and Unshakable Happiness from the Life of Jesus,4.14
Why Me?,4.45
Violent Ends,4.03
The Reason,4.23
The Wild Trees: A Story of Passion and Daring,4.1
Know My Name,4.71
Sweet Temptation,4.24
Caesar: Life of a Colossus,4.21
All the Weyrs of Pern,4.18
Walt Disney's Dumbo (A Little Golden Book),4.31
Chances,4.15
Underlord,4.66
A Time to Tell,3.83
Spirit Dances,4.23
"Hillbilly Tales from the Smoky Mountains - And Other Homespun Remedies, Proverbs, and Poetry",3.8
Haley Cork And The Blue Door: The Doors Of Veselago,4.24
Conviction,4.1
Do Hard Things: A Teenage Rebellion Against Low Expectations,4.08
Trouble on Cloud City,3.56
It's a Book,4.31
The Thousand-Dollar Tan Line,3.99
He Who Dares,4.09
A Death in Brazil,3.71
La Maravilla,4.14
The Wicker Man,3.85
Green: The Beginning and the End,4.04
American Lion: Andrew Jackson in the White House,3.81
A History of Modern Britain,4.02
Nathaniel Myer,3.87
Trojan Odyssey,3.94
Mahabharata,4.28
Jayber Crow,4.37
Breaking Bennett,4.27
Bless This House,4.28
The Interpretation of Murder,3.53
The Keatyn Chronicles: Books 1-3,4.36
Selected Poems,4.02
Radiance,4.09
Amber Passion,4.29
Devil Take the Blue-tail Fly,3.48
Tasha the Tap Dance Fairy,3.88
To Die in Chicago: Confederate Prisoners at Camp Douglas 1862-65,4.17
I Am Here! Omnibus Vol. 01,4.17
At the Crossing Places,3.74
Midnight Bride,3.88
rock,4.18
The Wasp Factory,3.81
Because She Can,3.28
Before the Storm,4.05
Shadow of a Human,4.59
"A Pattern Language: Towns, Buildings, Construction",4.4
The Original Illustrated Sherlock Holmes,4.51
Dog Days,4.17
The Dark,4.16
"Bullet Catch (Smoke & Dagger, #1)",4.33
Kornwolf,3.58
History of the Russian Revolution,4.18
Masterpieces of The Metropolitan Museum of Art,4.15
Tree and Leaf,4.05
Forbidden,3.73
Silk and Steel,3.79
Mystery at Shadow Lake,3.75
Curse's Claim,4.11
Annie John,3.69
The Mother Goose Diaries,4.21
Warcross,4.16
"Naruto, Vol. 01: Uzumaki Naruto",4.39
Sweet Soul,4.4
The Twenty-Three Days of the City of Alba: Stories,3.81
Ariel: The Restored Edition,4.27
Colman,3.72
Jim Butcher Box Set #2,4.73
A Fine White Dust,3.65
"Vampire Knight, Vol. 4",4.3
This Girl,4.13
King Hall,4.14
Her Smart Escape,5.0
Heartstopper: Volume Three,4.65
The Little Book That Builds Wealth: The Knockout Formula for Finding Great Investments,4.27
All Men Are Mortal,4.11
The Velveteen Rabbit,4.29
Find Her Free Her,4.48
The Financier,4.28
Get the Teacher!,3.69
"Tournaments, Cocoa and One Wrong Move",3.94
Heretic,4.15
Rafe's Redemption,3.8
The Dain Curse,3.83
And Laugh at Digital Butterflies,4.45
Crossing Oceans,3.95
Dark Lie,3.59
The Fifth Sally,4.04
Temptation Ridge,4.23
American Elsewhere,3.78
Romeo x Juliet: Omnibus,4.08
Expecting Darkness,4.54
Believing,4.01
The Path of the Spiritual Sun: Celebrating the Solstices and Equinoxes,4.71
Plum Lovin',3.73
A Hero's Tale,4.54
The Eighth Sister,4.04
My Soul Belongs to You (Soul Mates Book 2),4.16
Home Run,4.12
The Dark Hills Divide,3.73
Archangel's Enigma,4.43
Gigolos Get Lonely Too,3.85
Poor Fool,3.74
Disturbing the Universe,4.2
Enid Blyton Adventure Series Set Collection 8 Books By Enid Blyton,4.61
Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,3.88
Brokenhearted,4.41
Touched with Fire: Manic-Depressive Illness and the Artistic Temperament,4.02
The Golden City,3.57
Earthbound,3.67
Darius the Great Is Not Okay,4.29
Syrian Brides,4.17
Iron and Blood (Iron Kingdom Saga #1),4.58
Dusty Answer,3.75
Nobody's Girl,4.03
The Logic of Failure: Recognizing and Avoiding Error in Complex Situations,3.94
The Painted Word,3.82
Second Foundation,4.25
The Undomestic Goddess,3.84
Anya's Ghost,3.89
Song of the Sparrow,4.07
Regarding the Pain of Others,4.05
Primed For Revenge,4.25
The Flight of Icarus,3.98
Closer,4.13
Woody Guthrie,4.32
"Imadoki!: Nowadays, Vol. 1",3.95
A Fine Line: How Most American Kids Are Kept Out of the Best Public Schools,4.02
The Secret Holocaust Diaries: The Untold Story of Nonna Bannister,3.89
Bride of the Wolf,3.9
The Life You Imagine: Life Lessons for Achieving Your Dreams,4.16
The Sphere of Secrets,3.92
Feersum Endjinn,3.83
Winter Rose,3.85
The Children of Men,3.68
The Forsyte Saga,4.17
Wherever Nina Lies,3.8
Red Square,3.96
Exposed,4.1
Scarlet,3.93
"Jimmy Carter, American Moralist",3.76
The Island of Sea Women,4.25
The Best of O. Henry,4.17
Sharks,4.06
Normal People,3.86
Star Island,3.48
Green Rider,4.04
The Braided Path,4.04
Trainspotting,4.07
The Winter Journey,4.32
The Mango Season,3.59
Payment in Memories,5.0
Back To Eden,4.22
Stone Cold,4.12
Just Mercy: A Story of Justice and Redemption,4.6
Dream Chaser,4.2
Choke,3.7
"Darkness, Be My Friend",4.12
Wonder Woman: Warbringer,4.04
The Golden Dynasty,4.41
"Crouching Vampire, Hidden Fang",4.09
The Passion of Patrick MacNeill,3.9
Connecticut Brides,3.65
Forget me not: The Story of One Family's Voyage on the Titanic,4.15
Next to Normal,4.41
Enter the Uncreated Night,3.48
Changes for Kit: A Winter Story,4.05
"Mio, My Son",4.12
Identity,3.79
With Their Backs to the World: Portraits from Serbia,3.82
Recessional,3.71
The Illearth War,4.01
The Carreta,4.17
Parallel,4.46
Bitter of Tongue,4.23
Outside in the Teaching Machine,3.92
Double Impact: Never Say Die / No Way Back,4.13
Dress Your Family in Corduroy and Denim,4.1
The Mysteries of Udolpho,3.38
The Reviled,3.89
Maker of Sunshine: Only for Love (Lewis Family Book 1),4.77
Bone: The Complete Edition,4.43
Captive Queen: A Novel of Eleanor of Aquitaine,3.75
Guards! Guards!,4.31
Muhammad: Forty Introductions,4.2
"Phoenix, Vol. 4: Karma",4.45
Warriors of the Cross,3.76
The Red Tree,4.52
The Scarlet Thread,4.18
A Ship Made Of Paper,3.21
Night of the Fae,3.73
Sad Perfect,3.75
From Writer To Author: Prepare your Manuscript for Publication,5.0
Christy and Todd: The College Years,4.66
Ali's Pretty Little Lies,4.13
Ghana Must Go,3.84
Akiko: Flights of Fancy - The High Flying Expanded Edition,4.6
Heart of Darkness and The Secret Sharer,3.5
For the Love of a Son: One Afghan Woman's Quest for Her Stolen Child,3.96
Curiosity Killed the Cat Sitter,3.86
Dorothy on the Rocks,3.23
Always Know What To Say - Easy Ways To Approach And Talk To Anyone,3.21
Knocked Out by My Nunga-Nungas,3.97
Average Joe and the Extraordinaires,3.3
Ghost Trio,3.77
A Death in the Family,3.91
Day of Doom,4.13
The Janus Reprisal,4.15
Chances,3.85
The Three Fat Men,4.01
Team Yankee,4.07
Broken Promises (Past Imperfect Mystery Book 1),4.31
The Half Brother,4.1
"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",4.15
Spellbinder,3.91
All I Can Do Is Stand,3.6
The Underground History of American Education: An Intimate Investigation Into the Prison of Modern Schooling,4.31
Golem in the Gears,3.7
HIDDEN MICKEY 2: It All Started...,4.34
The Tanglewoods' Secret,4.0
"My Hero Academia, Vol. 1",4.49
Wheels of Steel: Book 2,4.3
Orhan's Inheritance,3.94
Cast in Courtlight,4.11
The Moonflower Vine,3.94
Fantasy Lover,4.16
The Black Shade of White: Justice,3.89
A World at Arms: A Global History of World War II,4.28
The Grass Is Singing,3.83
Bee Movie: The Junior Novel,3.67
One of Our Thursdays Is Missing,3.96
Die Abrechnung des Kinderfängers,4.01
Silence is Golden,4.53
The Writer's Block: 786 Ideas To Jump-start Your Imagination,4.03
Bottle,4.76
A Secret Rage,3.55
Until Jax,4.29
The Rose & the Dagger,4.08
Red Men: Liverpool Football Club: The Biography,4.18
Deadline,4.03
Limits of Destiny,4.38
After Moonrise,3.66
Fighting For You,4.22
The Lovely Lady,3.29
Artificial Condition,4.28
I Hope They Serve Beer in Hell,3.5
The Stuart Vampire,4.2
The Proper Care and Feeding of Husbands,3.72
The Wide Window,3.93
The Wonder Spot,3.28
Wolves A Photographic Celebration,4.54
The Courts of Chaos,4.19
A Hero of Our Time,4.11
Tobacco Road,3.73
"Bleach, Volume 11",4.36
Wicked Bite,4.3
Where Has Love Gone?,4.5
The Chronicles of Faerie,4.33
Batman: Harley and Ivy,4.02
The Unwind Collection,4.58
The Outcasts,4.38
The Pursuit of Holiness,4.32
Focus,4.1
The Life and Times of Scrooge McDuck,4.67
The Rose Chateau: A Tale of Beauty Meets Beast,3.72
After Obsession,3.68
The Hot Sauce Book: Recipes for Making Your Own Hot Sauces and Cooking With Them (The Essential Kitchen Series Book 3),3.76
Nightshifted,3.42
