title,rating,tokens
"The Triumph of Improvisation: Gorbachev's Adaptability, Reagan's Engagement, and the End of the Cold War",2.95,"The Triumph of Improvisation: Gorbachev's Adaptability, Reagan's Engagement, and the End of the Cold War"
Maternal Menace,5.0,Maternal Menace
The Triumph of the Scarlet Pimpernel,3.99,The Triumph of the Scarlet Pimpernel
Marked / Betrayed / Chosen / Untamed / Hunted,4.44,Marked / Betrayed / Chosen / Untamed / Hunted
Honor Thy Teacher,3.64,Honor Thy Teacher
Making History,3.95,Making History
A Case of Exploding Mangoes,3.75,A Case of Exploding Mangoes
A Long Way Down,3.43,A Long Way Down
The Fall of Shane MacKade,4.14,The Fall of Shane MacKade
"Ask Again, Yes",3.99,"Ask Again, Yes"
The Rozabal Line,3.33,The Rozabal Line
Fins Are Forever,3.91,Fins Are Forever
The Fire Next Time,4.5,The Fire Next Time
Slathbog's Gold,4.18,Slathbog's Gold
Just One Damned Thing After Another,3.88,Just One Damned Thing After Another
The Dead and the Living,4.17,The Dead and the Living
Creation,4.22,Creation
Three Guineas,3.88,Three Guineas
Haunted,4.08,Haunted
Parade,3.91,Parade
An Unfinished Life,3.95,An Unfinished Life
DragonSpell,3.9,DragonSpell
I Only Have Eyes for You,4.2,I Only Have Eyes for You
Island Survival,4.75,Island Survival
The Bestseller,3.83,The Bestseller
The Richest Man in Babylon,4.27,The Richest Man in Babylon
The Eagle Has Landed,4.16,The Eagle Has Landed
Death: The Time of Your Life,4.23,Death: The Time of Your Life
My Sunshine,4.17,My Sunshine
The Possessed,3.92,The Possessed
Simply Tuesday: Small-Moment Living in a Fast-Moving World,3.93,Simply Tuesday: Small-Moment Living in a Fast-Moving World
Possessions,3.72,Possessions
The Eighth Tale,3.38,The Eighth Tale
The Leopard Apocalypse,4.43,The Leopard Apocalypse
Moonlight on the Magic Flute,4.12,Moonlight on the Magic Flute
House Share Hero,3.67,House Share Hero
"May Bird, Warrior Princess",4.25,"May Bird, Warrior Princess"
A Pirate's Love,3.69,A Pirate's Love
The Signature Series: A Journey That Will Last for Generations to Come...,4.69,The Signature Series: A Journey That Will Last for Generations to Come...
Verse for Ages,4.72,Verse for Ages
The Secret Servant,4.28,The Secret Servant
Only Human,3.64,Only Human
Last Night: Stories,3.89,Last Night: Stories
The Struggle,3.48,The Struggle
The Dolphins of Pern,3.98,The Dolphins of Pern
Rogue Squadron,4.04,Rogue Squadron
Diary of an Early American Boy,4.21,Diary of an Early American Boy
That Old Ace in the Hole,3.76,That Old Ace in the Hole
The Dead of Night,4.13,The Dead of Night
When the Heart Waits: Spiritual Direction for Life's Sacred Questions,4.0,When the Heart Waits: Spiritual Direction for Life's Sacred Questions
Ecstasy,3.99,Ecstasy
Bound to the Dark Prince,4.08,Bound to the Dark Prince
Dragon Actually,3.95,Dragon Actually
Her Secret,4.28,Her Secret
C# 3.0 Design Patterns: Use the Power of C# 3.0 to Solve Real-World Problems,3.57,C# 3.0 Design Patterns: Use the Power of C# 3.0 to Solve Real-World Problems
Leave Me Breathless,4.25,Leave Me Breathless
The Vampire Tapestry,3.56,The Vampire Tapestry
Success to the Brave,4.08,Success to the Brave
Crave,3.88,Crave
Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,4.0,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100
Big Girls Do It Better,3.51,Big Girls Do It Better
Augustine's Invention of the Inner Self: The Legacy of a Christian Platonist,4.4,Augustine's Invention of the Inner Self: The Legacy of a Christian Platonist
Absorbing Perfections: Kabbalah and Interpretation,4.67,Absorbing Perfections: Kabbalah and Interpretation
Of Time and the River: A Legend of Man's Hunger in His Youth,4.21,Of Time and the River: A Legend of Man's Hunger in His Youth
The Dark Tower and Other Stories,3.69,The Dark Tower and Other Stories
Enchanted,3.74,Enchanted
Harry Potter and the Prisoner of Azkaban,4.57,Harry Potter and the Prisoner of Azkaban
The Cardinal of the Kremlin,4.05,The Cardinal of the Kremlin
TekWar,3.15,TekWar
Haruko: Love Poems,4.15,Haruko: Love Poems
Point Counter Point,3.86,Point Counter Point
"Reader's Digest Condensed Books, 1993 #1, Volume #205",3.67,"Reader's Digest Condensed Books, 1993 #1, Volume #205"
The Glass Menagerie,3.71,The Glass Menagerie
Capo,3.73,Capo
Ishtar's Odyssey: A Storybook for Advent,4.49,Ishtar's Odyssey: A Storybook for Advent
Noise: The Political Economy of Music,4.1,Noise: The Political Economy of Music
"Haunted England: Royal Spirits, Castle Ghosts, Phantom Coaches, & Wailing Ghouls",4.75,"Haunted England: Royal Spirits, Castle Ghosts, Phantom Coaches, & Wailing Ghouls"
Helen of Troy,3.93,Helen of Troy
Wisdom of Our Fathers: Lessons and Letters from Daughters and Sons,4.17,Wisdom of Our Fathers: Lessons and Letters from Daughters and Sons
The Seven-Percent Solution,4.14,The Seven-Percent Solution
Glory O'Brien's History of the Future,3.8,Glory O'Brien's History of the Future
Love on the Line,4.04,Love on the Line
The Disney Touch: How A Daring Management Team Revived An Entertainment Empire,3.61,The Disney Touch: How A Daring Management Team Revived An Entertainment Empire
The Sleepwalkers,3.71,The Sleepwalkers
The Hero of Ages,4.48,The Hero of Ages
I Will Bear Witness 1933-41 A Diary of the Nazi Years,4.25,I Will Bear Witness 1933-41 A Diary of the Nazi Years
Constantinople,4.06,Constantinople
Knighthawke,3.54,Knighthawke
The Secret of the Old Mill,3.87,The Secret of the Old Mill
Under Mr. Nolan's Bed,3.65,Under Mr. Nolan's Bed
Tomo: Friendship Through Fiction: An Anthology of Japan Teen Stories,4.08,Tomo: Friendship Through Fiction: An Anthology of Japan Teen Stories
The Greater Journey: Americans in Paris,3.92,The Greater Journey: Americans in Paris
Andy and the Alien,3.45,Andy and the Alien
Aftermath,3.24,Aftermath
Beauty and the Beast,3.68,Beauty and the Beast
Farewell Gul'sary,4.26,Farewell Gul'sary
A Time of Dread,4.34,A Time of Dread
The Oracle's Journal (Of Gods and Guardians #1),4.26,The Oracle's Journal (Of Gods and Guardians #1)
The Father,3.61,The Father
Spark of Life: A Novel of Resistance,4.5,Spark of Life: A Novel of Resistance
Theft of Swords,4.19,Theft of Swords
Falsely Accused of the Unthinkable,4.33,Falsely Accused of the Unthinkable
Princess in the Spotlight,3.68,Princess in the Spotlight
In the Ruins,3.88,In the Ruins
Somethin' About That Boy,4.28,Somethin' About That Boy
Carnival of Souls,3.67,Carnival of Souls
Anarchism and Other Essays,4.04,Anarchism and Other Essays
Sorcery & Cecelia: or The Enchanted Chocolate Pot,4.02,Sorcery & Cecelia: or The Enchanted Chocolate Pot
My Warrior,4.56,My Warrior
Walking with Zombies,4.08,Walking with Zombies
Chimera,3.81,Chimera
A Rip of Realms,4.6,A Rip of Realms
Chaser,4.19,Chaser
How Congress Works and Why You Should Care,3.23,How Congress Works and Why You Should Care
You're Never Weird on the Internet (Almost),4.1,You're Never Weird on the Internet (Almost)
Deacon,4.31,Deacon
The Art of The Secret World of Arrietty,4.45,The Art of The Secret World of Arrietty
Letters to Karen: On Keeping Love in Marriage (Abingdon Classics Series),3.92,Letters to Karen: On Keeping Love in Marriage (Abingdon Classics Series)
Middle School: Get Me Out of Here!,4.25,Middle School: Get Me Out of Here!
"The Vampire Diaries, Volumes 1-4",4.0,"The Vampire Diaries, Volumes 1-4"
Betty,4.5,Betty
A Different Kind Of Fairy Tale,3.74,A Different Kind Of Fairy Tale
Of Just the Two of Us,5.0,Of Just the Two of Us
Valiant,4.33,Valiant
Percy Jackson and the Olympians,4.59,Percy Jackson and the Olympians
The Darkest Room,3.86,The Darkest Room
The Rise of the Forty-seven Percent,5.0,The Rise of the Forty-seven Percent
Attack of the 50-Ft. Cupid,4.16,Attack of the 50-Ft. Cupid
"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver",3.49,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver"
The Widower's Tale,3.67,The Widower's Tale
Rich Dad's Guide to Investing: What the Rich Invest in That the Poor and Middle Class Do Not!,4.02,Rich Dad's Guide to Investing: What the Rich Invest in That the Poor and Middle Class Do Not!
Mirza Ghalib: Selected Lyrics and Letters,4.3,Mirza Ghalib: Selected Lyrics and Letters
Awakening,4.35,Awakening
R.U.R.,3.88,R.U.R.
The Last Witchfinder,3.51,The Last Witchfinder
This Is What I Want to Tell You,3.53,This Is What I Want to Tell You
Y: The Last Man - The Deluxe Edition Book Two,4.37,Y: The Last Man - The Deluxe Edition Book Two
Teaching a Stone to Talk: Expeditions and Encounters,4.2,Teaching a Stone to Talk: Expeditions and Encounters
A Diversity of Creatures,3.61,A Diversity of Creatures
The Lost World of Scripture: Ancient Literary Culture and Biblical Authority,4.26,The Lost World of Scripture: Ancient Literary Culture and Biblical Authority
The JPS Bible Commentary: Ruth,4.33,The JPS Bible Commentary: Ruth
I Served the King of England,4.1,I Served the King of England
The Riverside Chaucer,4.19,The Riverside Chaucer
"New X-Men by Grant Morrison: Ultimate Collection, Book 1",4.14,"New X-Men by Grant Morrison: Ultimate Collection, Book 1"
Another Homecoming,3.88,Another Homecoming
The Code of the Woosters,4.35,The Code of the Woosters
Nobody's Baby But Mine / This Heart of Mine,4.34,Nobody's Baby But Mine / This Heart of Mine
Good Luck,3.73,Good Luck
Entwined,4.22,Entwined
"In Ghostly Japan: Spooky Stories with the Folklore, Superstitions and Traditions of Old Japan",3.83,"In Ghostly Japan: Spooky Stories with the Folklore, Superstitions and Traditions of Old Japan"
nevermore,4.02,nevermore
Poison Study,4.11,Poison Study
To Stand Beside Her,3.68,To Stand Beside Her
Purity,3.62,Purity
The Initiation / The Captive Part I,3.96,The Initiation / The Captive Part I
Infinite Possibilities,4.05,Infinite Possibilities
Under and Alone: The True Story of the Undercover Agent Who Infiltrated America's Most Violent Outlaw Motorcycle Gang,4.12,Under and Alone: The True Story of the Undercover Agent Who Infiltrated America's Most Violent Outlaw Motorcycle Gang
The Magician's Assistant,3.67,The Magician's Assistant
The Witch Boy,4.21,The Witch Boy
Writing Deep Point Of View: Professional Techniques for Fiction Authors,4.28,Writing Deep Point Of View: Professional Techniques for Fiction Authors
"Exploits & Opinions of Dr. Faustroll, Pataphysician: A Neo-Scientific Novel",4.03,"Exploits & Opinions of Dr. Faustroll, Pataphysician: A Neo-Scientific Novel"
Altered Carbon,4.05,Altered Carbon
Currency Wars: The Making of the Next Global Crisis,3.96,Currency Wars: The Making of the Next Global Crisis
Playing With Fire,4.0,Playing With Fire
"The Bourne Trilogy (Jason Bourne, #1-3)",4.29,"The Bourne Trilogy (Jason Bourne, #1-3)"
Adrian Mole: The Prostrate Years,4.04,Adrian Mole: The Prostrate Years
All the Missing Girls,3.77,All the Missing Girls
Tom Paine: A Political Life,4.25,Tom Paine: A Political Life
Distant Images,4.07,Distant Images
"On Attaining Buddhahood in This Lifetime (Lectures on, #1)",4.68,"On Attaining Buddhahood in This Lifetime (Lectures on, #1)"
Rat Bohemia,3.79,Rat Bohemia
"Vampires, Scones, and Edmund Herondale",4.1,"Vampires, Scones, and Edmund Herondale"
Mythologies,4.1,Mythologies
All Around the Town,3.96,All Around the Town
End of Days,3.88,End of Days
The Debt of Tears,4.32,The Debt of Tears
The Insult,3.37,The Insult
The Wings of Merlin,4.11,The Wings of Merlin
Master of the Abyss,4.26,Master of the Abyss
The Paradise War,4.04,The Paradise War
Flashforward,3.62,Flashforward
Tasteful Nudes and Other Misguided Attempts at Personal Growth and Validation,3.76,Tasteful Nudes and Other Misguided Attempts at Personal Growth and Validation
The Language Inside,3.87,The Language Inside
Coconut Delights Cookbook: A Collection of Coconut Recipes,4.07,Coconut Delights Cookbook: A Collection of Coconut Recipes
The Great Escape,4.25,The Great Escape
Pygmalion,3.9,Pygmalion
Diary of a Submissive: A Modern True Tale of Sexual Awakening,3.43,Diary of a Submissive: A Modern True Tale of Sexual Awakening
Prime Green: Remembering the Sixties,3.49,Prime Green: Remembering the Sixties
"Mary Poppins (Mary Poppins, #1-4)",4.12,"Mary Poppins (Mary Poppins, #1-4)"
Horton Hears a Who!,4.18,Horton Hears a Who!
Fire in the Hole: Stories,3.91,Fire in the Hole: Stories
"Ties That Bind, Ties That Break",3.84,"Ties That Bind, Ties That Break"
The Stroke of Eleven,4.5,The Stroke of Eleven
The Pregnancy Project,3.66,The Pregnancy Project
My Soul to Steal,4.12,My Soul to Steal
Amy Snow,4.0,Amy Snow
War is a Racket: The Antiwar Classic by America's Most Decorated Soldier,4.29,War is a Racket: The Antiwar Classic by America's Most Decorated Soldier
The Ballad of Songbirds and Snakes,3.82,The Ballad of Songbirds and Snakes
Revolutionary Empire: The Rise of the English-Speaking Empire from the Fifteenth Century to the 1780s,4.3,Revolutionary Empire: The Rise of the English-Speaking Empire from the Fifteenth Century to the 1780s
Two People,3.71,Two People
Quicksilver,3.68,Quicksilver
Mary Anita and the Second Liberation in Kenya,4.78,Mary Anita and the Second Liberation in Kenya
Absolution by Murder,3.85,Absolution by Murder
Anatomy for the Artist,4.02,Anatomy for the Artist
Order 66:,4.26,Order 66:
Schuyler's Monster: A Father's Journey with His Wordless Daughter,4.15,Schuyler's Monster: A Father's Journey with His Wordless Daughter
Outcast,3.6,Outcast
Beautiful Demons,3.85,Beautiful Demons
Men Without Women,3.65,Men Without Women
Four and Twenty Blackbirds,3.88,Four and Twenty Blackbirds
Full Moon Saturday Night,4.32,Full Moon Saturday Night
The Plantation,3.76,The Plantation
As You Wish: Inconceivable Tales from the Making of The Princess Bride,4.12,As You Wish: Inconceivable Tales from the Making of The Princess Bride
Fatal Choice: Nuclear Weapons: Survival Or Sentence,3.5,Fatal Choice: Nuclear Weapons: Survival Or Sentence
People of the Earth,4.14,People of the Earth
Sinnabar,4.16,Sinnabar
Lost Dorsai,3.9,Lost Dorsai
Frog Music,3.17,Frog Music
Mormon Doctrine,4.08,Mormon Doctrine
Karachi Halwa,3.73,Karachi Halwa
A Little Too Far,3.82,A Little Too Far
Kiss of Fury,4.01,Kiss of Fury
The Forty Rules of Love,4.14,The Forty Rules of Love
Hitler's Daughter,3.63,Hitler's Daughter
Captain Alatriste,3.7,Captain Alatriste
Stony Kill,3.9,Stony Kill
The Secrets of a Fire King,3.48,The Secrets of a Fire King
The Uncle's Story,4.09,The Uncle's Story
The Hive Queen,4.61,The Hive Queen
Chasing the Stars,3.51,Chasing the Stars
Beautiful Chaos,3.93,Beautiful Chaos
"Chibi Vampire, Vol. 02",4.17,"Chibi Vampire, Vol. 02"
Two on a Tower,3.7,Two on a Tower
The Sun Also Rises,3.82,The Sun Also Rises
Thea Stilton And The Mystery In Paris,4.36,Thea Stilton And The Mystery In Paris
Polar Quest,3.74,Polar Quest
Monarch,4.44,Monarch
Counting Stars,4.02,Counting Stars
Kings Rising,4.46,Kings Rising
Wicked Lovely,3.69,Wicked Lovely
Of Shadow Born,4.16,Of Shadow Born
A Kingdom Far and Clear: The Complete Swan Lake Trilogy,4.19,A Kingdom Far and Clear: The Complete Swan Lake Trilogy
Summer of My German Soldier,3.68,Summer of My German Soldier
The FairTax Book: Saying Goodbye to the Income Tax and the IRS,4.13,The FairTax Book: Saying Goodbye to the Income Tax and the IRS
All Our Yesterdays,4.03,All Our Yesterdays
A Worthy Pursuit,4.21,A Worthy Pursuit
The Best Awful,3.45,The Best Awful
The Archaeology of Knowledge & The Discourse on Language,4.12,The Archaeology of Knowledge & The Discourse on Language
The Six-Gun Tarot,3.78,The Six-Gun Tarot
Mad About the Boy,3.36,Mad About the Boy
God Emperor of Dune,3.86,God Emperor of Dune
The Way of the Warrior,4.22,The Way of the Warrior
Becoming the Whiskey Princess,4.06,Becoming the Whiskey Princess
Deep and Dirty: A Novel,4.78,Deep and Dirty: A Novel
Justice For Hope,4.52,Justice For Hope
Kirinyaga,3.98,Kirinyaga
Outlander,4.23,Outlander
Return to Sodom & Gomorrah,3.99,Return to Sodom & Gomorrah
Son of a Trickster,3.82,Son of a Trickster
I Love You This Much: A Song of God's Love [With CD],4.37,I Love You This Much: A Song of God's Love [With CD]
Calico Jack in your Garden,4.2,Calico Jack in your Garden
A Long Way Gone: Memoirs of a Boy Soldier,4.16,A Long Way Gone: Memoirs of a Boy Soldier
Salt to the Sea,4.35,Salt to the Sea
"Started Early, Took My Dog",3.92,"Started Early, Took My Dog"
Startled by His Furry Shorts,4.12,Startled by His Furry Shorts
Little Boys Come from the Stars,3.87,Little Boys Come from the Stars
The Magic Spell,4.06,The Magic Spell
The Amazing Jessica,3.69,The Amazing Jessica
Tristan Strong Punches a Hole in the Sky,4.29,Tristan Strong Punches a Hole in the Sky
Reading Women: How the Great Books of Feminism Changed My Life,3.68,Reading Women: How the Great Books of Feminism Changed My Life
Anything Boys Can Do,3.88,Anything Boys Can Do
The Interludes,4.48,The Interludes
Fifty Shades of Grey,3.66,Fifty Shades of Grey
Lord Of The Horizon,4.4,Lord Of The Horizon
